program,university,city,country_code,pathway,level,study_area,duration_months,tuition_per_year,application_fee,initial_deposit,intakes,min_ielts,min_pte,min_oet_grade,min_german_level,max_backlogs,max_gap_years,moi_accepted,work_rights,work_rights_note,required_docs,status
Robotics M.Eng.,Deggendorf Institute of Technology,Cham,DE,DEGREE,PG,Robotics,,,60,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
Computer Science for Digital Media M.Sc.,Bauhaus-Universitaet Weimar,Weimar,DE,DEGREE,PG,Computer Science,,,,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
Human-Computer Interaction M.Sc.,Bauhaus-Universitaet Weimar,Weimar,DE,DEGREE,PG,Human-Computer Interaction,,,,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
International Automotive Engineering M.Sc.,FH Aachen University of Applied Sciences,Aachen,DE,DEGREE,PG,Automotive Engineering,,,,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
Nuclear Applications M.Sc.,FH Aachen University of Applied Sciences,Juelich,DE,DEGREE,PG,Nuclear Engineering,24,,,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
Energy Systems M.Sc.,FH Aachen University of Applied Sciences,Juelich,DE,DEGREE,PG,Renewable Energy,24,,,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
Master of Finance,Frankfurt School of Finance & Management,Frankfurt am Main,DE,DEGREE,PG,Finance,24,22000,100,600,8,7.0,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
Master of Artificial Intelligence & Data Science,Frankfurt School of Finance & Management,Frankfurt am Main,DE,DEGREE,PG,Artificial Intelligence,24,,,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
Master in Management,Frankfurt School of Finance & Management,Frankfurt am Main,DE,DEGREE,PG,Management,24,,,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
Automotive Systems M.Eng.,Esslingen University of Applied Sciences,Esslingen am Neckar,DE,DEGREE,PG,Automotive Engineering,18,3000,,,4|10,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
Biotechnology M.Sc.,Offenburg University of Applied Sciences,Offenburg,DE,DEGREE,PG,Biotechnology,18,3000,,,10,6.0,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
Supply Chain Management M.A.,SRH University,Berlin,DE,DEGREE,PG,Supply Chain,24,13900,,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
Computer Science B.Sc.,IU International University of Applied Sciences,Berlin,DE,DEGREE,UG,Computer Science,36,,,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
Business Administration B.A.,IU International University of Applied Sciences,Berlin,DE,DEGREE,UG,Business Administration,36,,,,,,,,,,,,ELIGIBLE,"Germany: up to 18 months to look for work after graduating, any job allowed (§ 20(1) no. 1 AufenthG)",APS_CERTIFICATE,DRAFT
